accountant,accounting,achieving,adept,administration,adobe,advertisements,advertising,agile,analysis,apis,applications,auditing,backend,background,bb,benefits,brand,branding,budgets,building,cad,campaigns,certified,client,closing,communication,complaints,compliance,content,created,customer,data,database,datasets,deals,delivery,derive,designer,designing,designs,develop,developing,digital,django,efficiently,employee,engagement,engineer,ensuring,excel,excellent,executive,experience,experienced,expertise,financial,focus,generation,graphic,handling,handson,human,illustrator,implemented,improved,improving,including,increased,indesign,inquiries,insights,issues,large,lead,leading,learning,machine,managed,management,manager,managing,manufacturing,marketing,mechanical,media,methodologies,modeling,models,multiple,onboarding,paid,performance,performing,photoshop,predictive,preparation,print,processes,proficient,programs,project,proven,public,python,quickbooks,rates,record,recruitment,regulatory,relationships,reporting,representative,requests,resolving,resources,rest,retention,risk,sales,scalable,scientist,seo,service,skilled,skills,social,software,specialist,sql,strategies,strategy,stress,strong,support,systems,targets,tax,teams,thermodynamics,timely,track,understanding,using,visibility,visual,visualization,web,worked,years
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502790290202183,0.2502790290202183,0.0,0.2502790290202183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502790290202183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127600401539,0.0,0.2502790290202183,0.0,0.0,0.0,0.2127600401539,0.0,0.0,0.0,0.0,0.14862090504683928,0.2502790290202183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502790290202183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1861398939131576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127600401539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127600401539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502790290202183,0.0,0.0,0.0,0.2502790290202183,0.0,0.0,0.0,0.0,0.0,0.0,0.2127600401539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127600401539,0.2502790290202183,0.2127600401539
0.24659198653909217,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.20962571719682088,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.24659198653909217,0.0,0.24659198653909217,0.0,0.0,0.0,0.24659198653909217,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20962571719682088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.24659198653909217,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.1960778412043454,0.0,0.1960778412043454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.13696776047955675,0.0,0.1960778412043454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.17154494111815852,0.2306550218429472,0.2306550218429472,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4613100436858944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306550218429472,0.0,0.2306550218429472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960778412043454
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.18850963933730766,0.0,0.18850963933730766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18850963933730766,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18850963933730766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.4435044236705845,0.0,0.18850963933730766,0.0,0.0,0.0,0.22175221183529226,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.22175221183529226,0.0,0.18850963933730766,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22175221183529226,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20150267142299597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20150267142299597,0.0,0.0,0.0,0.0,0.1407572088000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.4740729782927999,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23703648914639994,0.23703648914639994,0.0,0.23703648914639994,0.0,0.0,0.0,0.23703648914639994,0.0,0.0,0.23703648914639994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47142489476470717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.23571244738235358,0.0,0.0,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1753062976211948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.20037711495912947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.0,0.23571244738235358,0.0,0.23571244738235358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20037711495912947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19753233760490416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4647320203557797,0.0,0.23236601017788985,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379837810221457,0.0,0.0,0.0,0.19753233760490416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.23236601017788985,0.0,0.0,0.23236601017788985,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19753233760490416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23236601017788985,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853970834733837,0.2180907749469058,0.0,0.0,0.0,0.5561912504201512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.12950684874343696,0.0,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853970834733837,0.0,0.0,0.0,0.0,0.2180907749469058,0.2180907749469058,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180907749469058,0.0,0.0,0.0,0.0,0.0,0.0,0.1853970834733837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20684393443454632,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.24331965265447905,0.0,0.0,0.20684393443454632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.24331965265447905,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20684393443454632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24331965265447905,0.0,0.20684393443454632,0.0,0.0
0.0,0.0,0.2004389557739481,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.17039142450654926,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.17039142450654926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.17039142450654926,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6013168673218443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.0,0.2004389557739481,0.0,0.0,0.0,0.0,0.17039142450654926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
